Time,LAT,LON,SOG,COG,HDG,ROT,Status,Risk,AvoidFlag,Accident,WindSpeed[m/s],WindDir[deg],WaveHeight[m],WaveDir[deg],CurrentDrift[m/s],CurrentSet[deg],CRudCmd[deg],CRudder[deg],CEngCmd,CEngine
2026-07-23T00:24:50.000Z,35.082036,129.171669,11.2,20.9,19.1,-0.06,auto,0.15,0,0,7.2,207.0,1.0,215.7,0.48,37.9,-8.7,-9.8,90,87
2026-07-23T00:25:00.000Z,35.082520,129.171896,11.2,20.3,18.5,-0.06,auto,0.15,0,0,7.2,207.1,1.0,215.7,0.48,38.0,-8.5,-9.7,90,87
2026-07-23T00:25:10.000Z,35.083008,129.172116,11.3,19.6,17.9,-0.06,auto,0.15,0,0,7.3,207.1,1.0,215.6,0.48,38.0,-8.3,-9.5,90,87
2026-07-23T00:25:20.000Z,35.083499,129.172329,11.3,19.0,17.3,-0.06,auto,0.15,0,0,7.3,207.1,1.0,215.6,0.48,38.1,-8.0,-9.3,90,88
2026-07-23T00:25:30.000Z,35.083992,129.172537,11.3,18.4,16.8,-0.05,manual,0.15,0,1,7.3,207.2,1.0,215.6,0.48,38.1,-7.8,-9.1,91,88
2026-07-23T00:25:40.000Z,35.084489,129.172739,11.3,17.8,16.2,-0.05,auto,0.15,0,0,7.3,207.2,1.0,215.5,0.48,38.2,-7.6,-8.9,91,88
2026-07-23T00:25:50.000Z,35.084988,129.172934,11.4,17.2,15.7,-0.05,auto,0.15,0,0,7.3,207.3,1.0,215.5,0.48,38.2,-7.3,-8.6,91,88
2026-07-23T00:26:00.000Z,35.085490,129.173124,11.4,16.7,15.2,-0.05,auto,0.15,0,0,7.3,207.3,1.0,215.5,0.48,38.3,-7.1,-8.4,91,88
2026-07-23T00:26:10.000Z,35.085994,129.173309,11.4,16.2,14.7,-0.05,auto,0.15,0,0,7.3,207.3,1.0,215.4,0.48,38.3,-6.8,-8.2,91,89
2026-07-23T00:26:20.000Z,35.086500,129.173489,11.4,15.6,14.3,-0.04,auto,0.15,0,0,7.3,207.4,1.0,215.4,0.48,38.4,-6.5,-8.0,92,89
2026-07-23T00:26:30.000Z,35.087009,129.173663,11.5,15.2,13.9,-0.04,auto,0.15,0,0,7.3,207.4,1.0,215.4,0.48,38.4,-6.3,-7.7,92,89
2026-07-23T00:26:40.000Z,35.087521,129.173832,11.5,14.7,13.4,-0.04,auto,0.15,0,0,7.3,207.4,1.0,215.4,0.48,38.4,-6.0,-7.5,92,89
2026-07-23T00:26:50.000Z,35.088034,129.173997,11.5,14.2,13.0,-0.04,auto,0.15,0,0,7.3,207.5,1.0,215.3,0.48,38.5,-5.7,-7.2,92,89
2026-07-23T00:27:00.000Z,35.088550,129.174156,11.5,13.8,12.7,-0.03,auto,0.15,0,0,7.3,207.5,1.0,215.3,0.48,38.5,-5.4,-7.0,92,90
2026-07-23T00:27:10.000Z,35.089068,129.174312,11.6,13.4,12.3,-0.03,auto,0.15,0,0,7.3,207.5,1.0,215.3,0.48,38.6,-5.2,-6.7,92,90
2026-07-23T00:27:20.000Z,35.089587,129.174463,11.6,13.0,12.0,-0.03,auto,0.15,0,0,7.3,207.6,1.0,215.2,0.48,38.6,-4.9,-6.5,93,90
2026-07-23T00:27:30.000Z,35.090109,129.174611,11.6,12.7,11.7,-0.03,auto,0.15,0,0,7.3,207.6,1.0,215.2,0.48,38.7,-4.6,-6.2,93,90
2026-07-23T00:27:40.000Z,35.090633,129.174755,11.6,12.3,11.4,-0.03,auto,0.15,0,0,7.3,207.6,1.0,215.2,0.47,38.7,-4.3,-5.9,93,90
2026-07-23T00:27:50.000Z,35.091158,129.174895,11.7,12.0,11.2,-0.02,auto,0.15,0,0,7.3,207.7,1.0,215.1,0.47,38.8,-4.0,-5.7,93,91
2026-07-23T00:28:00.000Z,35.091685,129.175032,11.7,11.7,10.9,-0.02,auto,0.15,0,0,7.3,207.7,1.0,215.1,0.47,38.8,-3.7,-5.4,94,91
2026-07-23T00:28:10.000Z,35.092214,129.175166,11.7,11.4,10.7,-0.02,auto,0.15,0,0,7.3,207.7,1.0,215.1,0.47,38.9,-3.4,-5.1,94,91
2026-07-23T00:28:20.000Z,35.092745,129.175297,11.7,11.2,10.5,-0.02,auto,0.15,0,0,7.3,207.8,1.0,215.0,0.47,38.9,-3.1,-4.8,94,91
2026-07-23T00:28:30.000Z,35.093277,129.175426,11.8,11.0,10.4,-0.01,auto,0.15,0,0,7.3,207.8,1.0,215.0,0.47,39.0,-2.8,-4.5,94,91
2026-07-23T00:28:40.000Z,35.093811,129.175552,11.8,10.8,10.2,-0.01,auto,0.15,0,0,7.4,207.8,1.0,215.0,0.47,39.0,-2.5,-4.2,94,92
2026-07-23T00:28:50.000Z,35.094346,129.175677,11.8,10.6,10.1,-0.01,auto,0.15,0,0,7.4,207.9,1.0,214.9,0.47,39.0,-2.2,-3.9,95,92
2026-07-23T00:29:00.000Z,35.094883,129.175799,11.8,10.4,10.0,-0.01,auto,0.15,0,0,7.4,207.9,1.0,214.9,0.47,39.1,-1.9,-3.6,95,92
2026-07-23T00:29:10.000Z,35.095421,129.175921,11.9,10.3,10.0,-0.00,auto,0.15,0,0,7.4,207.9,1.0,214.9,0.47,39.1,-1.6,-3.3,95,92
2026-07-23T00:29:20.000Z,35.095961,129.176040,11.9,10.2,9.9,-0.00,auto,0.15,0,0,7.4,208.0,1.0,214.8,0.47,39.2,-1.3,-3.0,95,92
2026-07-23T00:29:30.000Z,35.096502,129.176159,11.9,10.1,9.9,0.00,auto,0.15,0,0,7.4,208.0,1.0,214.8,0.47,39.2,-0.9,-2.7,95,93
2026-07-23T00:29:40.000Z,35.097044,129.176277,11.9,10.0,9.9,0.00,auto,0.15,0,0,7.4,208.0,1.0,214.8,0.47,39.3,-0.6,-2.4,96,93
2026-07-23T00:29:50.000Z,35.097588,129.176395,12.0,10.0,9.9,0.01,auto,0.15,0,0,7.4,208.1,1.0,214.7,0.47,39.3,-0.3,-2.1,96,93
2026-07-23T00:30:00.000Z,35.098133,129.176513,12.0,10.0,10.0,0.01,auto,0.15,0,0,7.4,208.1,1.0,214.7,0.47,39.4,-0.0,-1.8,96,93
